company,address,city,state,zip code,country,room count,phone number,email
Friendly Crossways Youth Center,247 Littleton County Rd,Harvard,MA,01451,us,,(978) 456-9386,web2@friendlycrossways.com
Ron Burton Training Village,71 High Bridge Rd,Hubbardston,MA,01452,us,,(978) 928-5566,
Motel 6 Leominster,48 Commercial Rd,Leominster,MA,01453,us,,(978) 537-8161,
Leominster Motor Inn,665 Central St,Leominster,MA,01453,us,,(978) 786-5573,indira_bhakta@yahoo.com
DoubleTree by Hilton Hotel Leominster,99 Erdman Way,Leominster,MA,01453,us,187,(978) 534-9000,
Days Inn Leominster/Fitchburg Area,482 N Main St,Leominster,MA,01453,us,98,(978) 537-2800,patelume13@wynhg.com
Super 8 Motel,482 N Main St,Leominster,MA,01453,us,101,(978) 537-2800,
Four Points Leominster,99 Erdman Way,Leominster,MA,01453,us,,(978) 466-6013,
Holiday Inn Leominster Fitchburg,1 Lindell Ave,Leominster,MA,01453,us,,(978) 537-1661,
Lyttleton Inn,423 King St,Littleton,MA,01460,us,,(978) 486-4715,lyttletoninn@msn.com
Good Idea,13 Taylor St,Littleton,MA,01460,us,,(978) 486-8505,
Holiday Inn,1 Adams St,Littleton,MA,01460,us,,(978) 263-8701,
Shady Point Beach & Cmpgrnds,701 Reservoir Rd,Lunenburg,MA,01462,us,,(978) 582-4976,robin@shadypointbeach.com
Neringa Camp,72 Easter Brook Rd,Lunenburg,MA,01462,us,,(978) 582-5592,
Rodeway Inn,183 Main St,Westminster,MA,01473,us,29,(978) 874-5951,ihelp@choicehotels.com
Countryside Motel,662 Spring St,Winchendon,MA,01475,us,,(978) 297-0699,apatel@countrysidemotel.com
Bonavista Farm Bed & Breakfast,10 Cummings Rd,Winchendon,MA,01475,us,,(978) 297-0460,
La Quinta Inn Auburn Worcester,446 Southbridge St,Auburn,MA,01501,us,99,(508) 832-7000,webmaster@laquinta.com
Holiday Inn Express & Suites Auburn,10-12 Johnson St,Auburn,MA,01501,us,113,(508) 832-2500,help@ihg.com
Fairfield Inn & Suites Worcester Auburn,718 Southbridge St,Auburn,MA,01501,us,82,(508) 832-9500,
Hampton Inn Auburn,736 Southbridge St,Auburn,MA,01501,us,82,(508) 832-5531,
Comfort Inn,426 Southbridge St,Auburn,MA,01501,us,71,(508) 832-8300,ihelp@choicehotels.com
Days Inn,426 Southbridge St,Auburn,MA,01501,us,,(508) 832-8300,
Best Western Yankee Drummer Inn,624 Southbridge St,Auburn,MA,01501,us,,(508) 832-3221,
LQ Management,446 Southbridge St,Auburn,MA,01501,us,,(508) 832-4010,
Auburn Motel,1 Buckley Dr,Auburn,MA,01501,us,,(508) 832-7003,
Auburn Hospitality,718A Southbridge St,Auburn,MA,01501,us,,(508) 832-9500,
Brookfield Inn & Breakfast,8 W Main St,Brookfield,MA,01506,us,,(508) 867-3111,info@thebrookfieldinn.com
Brookfield Institute,8 W Main St,Brookfield,MA,01506,us,,(508) 637-1215,
Clinton Motor Inn,146 Main St,Clinton,MA,01510,us,20,(978) 368-8133,info@clintonmotorinn.com
Lake Lashaway Inn,308 E Main St,East Brookfield,MA,01515,us,,(508) 867-2150,info@loveantiques.com
Lake Manchaug Camping,76 Oak St,Douglas,MA,01516,us,,(508) 476-2471,info@lakemanchaugcamping.biz
Island Point Lodge,195 West St,Douglas,MA,01516,us,,(508) 476-3615,frank@islandpointlodge.com
Mumford River Lodge Afam,156 Maple St,Douglas,MA,01516,us,,(508) 476-7112,
Quality Inn,478 Main St,Sturbridge,MA,01518,us,64,(508) 347-5141,ihelp@choicehotels.com
Sturbridge Country Inn,530 Main St,Sturbridge,MA,01518,us,16,(508) 347-5503,info@sturbridgecountryinn.com
Econo Lodge Sturbridge,682 Main St,Sturbridge,MA,01518,us,,(508) 347-2324,
Sturbridge Heritage Motel,499 Main St,Sturbridge,MA,01518,us,,(508) 347-3943,gresenz@heritagemotel.com
The Hearthstone Inn,455 Main St,Sturbridge,MA,01518,us,,(508) 347-9965,thhearth@aol.com
Sturbridge Heritage Motel,499 Main St,Fiskdale,MA,01518,us,,(508) 347-3943,
Commonwealth Cottage,11 Summit Ave,Fiskdale,MA,01518,us,,(508) 347-7708,
Economy Lodge Of Sturbridge,682 Main St,Fiskdale,MA,01518,us,,(508) 347-2800,
Gilbert Robert P,11 Summit Ave,Fiskdale,MA,01518,us,,(508) 347-7708,
Hearthstone Hand Made Furniture,453 Main St,Fiskdale,MA,01518,us,,(508) 347-2214,
Grafton Inn,25 Grafton Cmn,Grafton,MA,01519,us,,(508) 839-5931,info@grafton-inn.com
Captain Slocomb House,6 South St,Grafton,MA,01519,us,,(508) 839-3133,
Restful Paws Bed & Breakfast,70 Allen Hill Rd,Holland,MA,01521,us,,(413) 245-7792,info@restfulpaws.com
Quinebaug Cove Campground,49 E Brimfield Rd,Holland,MA,01521,us,,(413) 245-9525,info@quinebaugcove.com
Heritage Hill Bed & Breakfast,110 E Brimfield Rd,Holland,MA,01521,us,,(413) 245-4141,
Hisgen House,78 Hisgen Rd,Holland,MA,01521,us,,(413) 245-6267,hisgenhouse@aol.com
College Town Inn,12 Old Common Rd,Lancaster,MA,01523,us,,(978) 368-7000,
Carter-Washburn House,7 Bridge Rd,Lancaster,MA,01523,us,,(978) 365-2188,
The Inn at Lancaster,679 George Hill Rd,Lancaster,MA,01523,us,15,(800) 780-5733,
Friendly House Summer Camp,89 Parker St,Leicester,MA,01524,us,,(508) 892-3520,
Belfont Hotel,11 S Main St,Millbury,MA,01527,us,,(508) 917-8128,belfonthotel@gmail.com
St Charles Hotel,126 W Main St,Millbury,MA,01527,us,,(508) 865-2352,
St Charles Hotel,126 W Main St,Millbury,MA,01527,us,,(508) 865-6009,
Econo Lodge Inn & Suites,380 SW Cutoff,Northborough,MA,01532,us,78,(508) 842-8941,ihelp@choicehotels.com
Motel 6 Westborough,39 Belmont St,Northborough,MA,01532,us,,(508) 366-0202,
Howard Johnson,217 Main St,Oxford,MA,01540,us,,(800) 922-8242,
Wachusett Mountain Ski Area,499 Mountain Rd,Princeton,MA,01541,us,,(978) 464-2300,information@wachusett.com
General Rufus Putnam House,344 Main St,Rutland,MA,01543,us,,(508) 886-0200,
Days Inn Shrewsbury - Worcester,889 Boston Tpke,Shrewsbury,MA,01545,us,100,(508) 842-8500,daysinnworcester@gmail.com
Ski Ward Ski Area,1000 Main St,Shrewsbury,MA,01545,us,,(508) 842-6346,customerservice@skiward.com
Rainbow Motel,845 Hartford Tpke,Shrewsbury,MA,01545,us,,(508) 845-6221,k_a@thermop.com
Days Inn Shrewsbury,889 Boston Tpke,Shrewsbury,MA,01545,us,,(508) 842-8500,johnsmith@email.com
Worcester City Motel,235 Boston Tpke,Shrewsbury,MA,01545,us,,(508) 791-0976,
Sumner House,5 Church Rd,Shrewsbury,MA,01545,us,,(508) 845-6446,
Seadar Inn BY The Sea,84 Summer St,Shrewsbury,MA,01545,us,,(508) 842-4525,
Southbridge Hotel and Conference Center,14 Mechanic St,Southbridge,MA,01550,us,203,(508) 765-8000,
Vienna Restauant and Historic Inn,14 South St,Southbridge,MA,01550,us,,(800) 997-5149,
Focus Fitness Center,14 Mechanic St,Southbridge,MA,01550,us,,(508) 765-8000,
Aramark,14 Mechanic St,Southbridge,MA,01550,us,,(508) 765-8200,
Breakfast At Stephanie's,156 Main St,South Grafton,MA,01560,us,,(508) 839-9247,
Spencer Country Inn,500 Main St,Spencer,MA,01562,us,,(508) 885-9036,cordelephotography@mac.com
Red Maple Inn,217 Main St,Spencer,MA,01562,us,,(508) 885-9205,theredmapleinn@aol.com
Chocksett Inn,59 Laurelwood Rd,Sterling,MA,01564,us,27,(978) 422-3355,info@chocksettinn.com
The Secret Garden,11 Main St,Sterling,MA,01564,us,,(508) 887-5033,
Sturbridge Host Hotel & Conference Center,366 Main St,Sturbridge,MA,01566,us,233,(508) 347-7393,info@sturbridgehosthotel.com
Hampton Inn Sturbridge,328 Main St,Sturbridge,MA,01566,us,84,(508) 347-6466,
Comfort Inn & Suites Colonial,215 Charlton Rd,Sturbridge,MA,01566,us,77,(508) 347-3306,ihelp@choicehotels.com
Scottish Inns Sturbridge,142 Main St,Sturbridge,MA,01566,us,24,(508) 347-9514,scottishmeadowgolf@gmail.com
Super 8 Sturbridge,358 Main St,Sturbridge,MA,01566,us,56,(508) 347-9000,anthony_super8@yahoo.com
Wells State Park,159 Walker Pond Rd,Sturbridge,MA,01566,us,,(508) 347-9257,
Motel 6,408 Main St,Sturbridge,MA,01566,us,53,(508) 347-7327,here@motel6.com
Travelodge Sturbridge,400 Haynes Rd,Sturbridge,MA,01566,us,,(508) 347-1978,
Days Inn Sturbridge,66-68 Haynes St,Sturbridge,MA,01566,us,,(508) 347-3391,
Old Sturbridge Inn & Reeder Family Lodges,371 Main St,Sturbridge,MA,01566,us,39,(774) 304-1011,
Travelodge Sturbridge,400 Route 15,Sturbridge,MA,01566,us,83,(508) 347-1978,
Days Inn Sturbridge,400 Route 15,Sturbridge,MA,01566,us,80,(508) 347-1978,
Passport Inn Sturbridge,172 Main St,Sturbridge,MA,01566,us,,(508) 347-9673,
Days Inn Sturbridge,400 Haynes St,Sturbridge,MA,01566,us,,(800) 329-1073,
Green Acres Motel,2 Shepard Rd,Sturbridge,MA,01566,us,,(508) 347-3496,
American Motor Lodge-Best Western,20 Old Sturbridge Rd,Sturbridge,MA,01566,us,,(508) 347-9121,
Quaker Inn & Conference Center,442 Quaker Hwy,Uxbridge,MA,01569,us,38,(508) 278-2445,
Fairwoods Christian Recreation,Hartford Ave,Uxbridge,MA,01569,us,,(508) 278-5666,
Kinsley Hospitality,51 Thompson Rd,Webster,MA,01570,us,,(508) 943-4600,
Annex East-West Lodge,5 Point Pleasant Rd,Webster,MA,01570,us,,(508) 943-8858,
Residence Inn Boston Westborough,25 Connector Rd,Westborough,MA,01581,us,109,(508) 366-7700,
Extended Stay America - Boston - Westborough - Connector Road,19 Connector Rd,Westborough,MA,01581,us,92,(508) 616-0155,bwb@extendedstay.com
Courtyard Boston Westborough,3 Technology Dr,Westborough,MA,01581,us,98,(508) 836-4800,sandra.miller@marriott.com
Motel 6 Westborough,399 Turnpike Rd,Westborough,MA,01581,us,,(508) 366-0202,
The Sleigh Maker Inn Bed and Breakfast,87 W Main St,Westborough,MA,01581,us,3,(508) 836-5546,deborah@sleighmakerinn.com
Extended Stay Deluxe - Boston - Westborough,180 E Main St,Westborough,MA,01581,us,86,(508) 616-9213,bow@extendedstay.com
Westborough Inn,4 Boardman St,Westborough,MA,01581,us,25,(508) 836-1900,innkeeper@westboroughinn.com
Extended Stay Deluxe,1800 Computer Dr,Westborough,MA,01581,us,,(888) 271-2681,
Extended Stay America - Boston - Westborough - Computer Dr,1800 Computer Dr,Westborough,MA,01581,us,111,(508) 366-6100,bws@extendedstay.com
Extended Stay America - Boston - Westborough - East Main Street,180 E Main St,Westborough,MA,01581,us,86,(508) 616-9213,bow@extendedstay.com
Courtyard by Marriott,8 Technology Dr,Westborough,MA,01581,us,,(508) 836-4800,
Sierra Suites Hotel,1800 Computer Dr,Westborough,MA,01581,us,,(508) 366-6100,
Studioplus Deluxe Studios,180 E Main St,Westborough,MA,01581,us,,(508) 616-4439,
Courtyard by Marriott Boston Westborough,3 Technology Dr,Westborough,MA,01581,us,,(888) 271-2681,
Eastern American Inn,4 Boardman St,Westborough,MA,01581,us,,(508) 836-1900,
Ward Inn,179 W Main St,Westborough,MA,01581,us,,(508) 366-8158,
Westborough Inn,62 Milk St,Westborough,MA,01581,us,,(508) 836-1900,
The Sleigh Maker Inn - Bed And Breakfast - Adult Only,87 W Main St,Westborough,MA,01581,us,,(877) 836-5545,
Classic Suites & Inns,181 W Boylston St,West Boylston,MA,01583,us,48,(508) 835-4456,carol_mcadam@yahoo.com
Rose Cottage Bed & Breakfast,24 Worcester St,West Boylston,MA,01583,us,,(508) 835-4034,lorettakittredge@rosecottagebb.com
Reservoir Motor Lodge,90 Sterling St,West Boylston,MA,01583,us,,(508) 835-6247,
Friendship Inn,90 Sterling St,West Boylston,MA,01583,us,,,
Copper Lantern Motor Lodge,184 W Main St,West Brookfield,MA,01585,us,,(508) 867-6441,
Bass River Motel,85 E Main St,West Brookfield,MA,01585,us,,(508) 867-6805,
Pleasant Street Bed & Breakfast,19 Pleasant St,West Brookfield,MA,01585,us,,(508) 867-2672,
The Dragonfly Bed & Breakfast,73 E Main St,West Brookfield,MA,01585,us,,(888) 271-2681,
Talley's Corner Bed and Breakfast,14 Linden St,Whitinsville,MA,01588,us,,(508) 234-1757,
Econo Lodge,200 Worcester Providence Tpke,Sutton,MA,01590,us,57,(508) 865-5222,ihelp@choicehotels.com
Putnam House Bed & Breakfast,211 Putnam Hill Rd,Sutton,MA,01590,us,,(508) 865-9094,phousesutton@verizon.net
Camp Kinneywood,280 Olean St,Worcester,MA,01602,us,,(508) 752-8024,
Girls Of Worcester,281 Olean St,Worcester,MA,01602,us,,(508) 752-8024,
Auburn Motel,1 Buckley Rd,Worcester,MA,01602,us,,(508) 832-7003,
Hill Home Market,645 Chandler St,Worcester,MA,01602,us,,(508) 757-8524,
Caribbean Breeze,56 Hitchcock Rd,Worcester,MA,01603,us,,(508) 735-1255,cbreeze1255@charter.net
Beechwood Hotel,363 Plantation St,Worcester,MA,01605,us,73,(508) 754-5789,sales@beechwoodhotel.com
Quality Inn & Suites,50 Oriol Dr,Worcester,MA,01605,us,116,(508) 852-2800,ihelp@choicehotels.com
Residence Inn by Marriott Worcester,503 Plantation St,Worcester,MA,01605,us,122,(508) 753-6300,
Courtyard Worcester,72 Grove St,Worcester,MA,01605,us,134,(508) 363-0300,sales@colwenhotels.com
Courtyard by Marriott - Worcester,72 Grove St,Worcester,MA,01605,us,,(508) 363-0300,sales@colwenhotels.com
Suburban Extended Stay Hotel,50 Oriol Dr,Worcester,MA,01605,us,65,(508) 852-2801,ihelp@choicehotels.com
Residence Inn Worcester,503 Plantation St,Worcester,MA,01605,us,,(508) 753-6300,
Best Western,50 Oriol Dr,Worcester,MA,01605,us,,(508) 852-2800,
Worcester Hotel and Conference Center,500 Lincoln St,Worcester,MA,01605,us,,(508) 852-4000,
Best Western Executive Inn & Suites,50 Oriol Dr,Worcester,MA,01605,us,,(508) 852-2800,
Days Inn,50 Oriol Dr,Worcester,MA,01605,us,,(508) 852-2800,
Hilton Garden Inn Worcester,35 Major Taylor Blvd,Worcester,MA,01608,us,199,(508) 753-5700,web.accessibility@hilton.com
Holiday Inn Express Worcester Downtown,110 Summer St,Worcester,MA,01608,us,97,(508) 757-0400,help@ihg.com
Hotel Worcester,110 Summer St,Worcester,MA,01608,us,97,(508) 757-0400,
Hampton Inn Worcester,110 Summer St,Worcester,MA,01608,us,98,(508) 757-0400,
Holiday Inn Express Worcester,110 Summer St,Worcester,MA,01608,us,,(508) 757-0400,
Crowne Gift Shop,10 Lincoln Sq,Worcester,MA,01608,us,,(508) 752-1110,help@ihg.com
Marriott Hotels & Resorts,10 Lincoln Sq,Worcester,MA,01608,us,,(508) 791-1600,
Rosenlund Travel Service,27-29 Mechanic St,Worcester,MA,01608,us,,(508) 791-2337,info@rosenlundtravel.com
Elks Lodge,200 Chandler St,Worcester,MA,01609,us,,(508) 752-8222,secretaryelks243@gmail.com
Maple Manor Hotel,667 Main St,Worcester,MA,01610,us,,(508) 756-3897,
Courtyard by Marriott,72 Grove St,Paxton,MA,01612,us,,(508) 363-0300,
Red Roof Inn Boston Framingham,650 Cochituate Rd,Framingham,MA,01701,us,170,(508) 872-4499,i0068@redroof.com
Sheraton Framingham Hotel & Conference Center,1657 Worcester Rd,Framingham,MA,01701,us,375,(508) 879-7200,frontdesk@framinghamsheraton.com
Summer Camp & Trip Resources,45 Sloane Dr,Framingham,MA,01701,us,,(508) 877-3648,
Sheraton Framingham Hotel and Conf. Center,1637 Worchester Ave,Framingham,MA,01701,us,,(508) 879-7200,
Econo Lodge,1186 Worcester Rd,Framingham,MA,01702,us,30,(508) 879-1510,ihelp@choicehotels.com
Motel 6 Boston West Framingham,1668 Worcester Rd,Framingham,MA,01702,us,107,(508) 620-0500,m64215bo@motel6.com
Residence Inn Boston Framingham,400 Staples Dr,Framingham,MA,01702,us,125,(508) 370-0001,
Best Western Framingham,130 Worcester Rd,Framingham,MA,01702,us,184,(508) 872-8811,
Monticello Motel,90 Worcester Rd,Framingham,MA,01702,us,63,(508) 875-1394,monticelloinn@aol.com
Residence Inn by Marriott Boston Framingham,400 Staples Dr,Framingham,MA,01702,us,,(888) 271-2681,
Old Colony Hotel,2 Franklin St,Framingham,MA,01702,us,,(508) 875-8748,
Royal Motel,1186 Worcester Rd,Framingham,MA,01702,us,,(508) 879-8993,
Holiday Inn Boxborough,242 Adams Pl,Boxborough,MA,01719,us,143,(978) 263-8701,help@ihg.com
Holiday Inn Pool,242 Adams Pl,Boxborough,MA,01719,us,,(978) 263-8296,
Camp Danbee,31 Nashoba Dr,Boxborough,MA,01719,us,,(978) 929-9624,
Holiday Inn Boxborough (I-495 Exit 28),242 Adams Pl,Boxborough,MA,01719,us,,(978) 263-8701,
Concordian Motel,71 Hosmer St,Acton,MA,01720,us,,(978) 263-7765,
Spring Hill Commons,421 Great Rd,Acton,MA,01720,us,,(978) 263-6836,webmaster@eqrworld.com
The Fitzhugh-Beers House,161 Main St,Acton,MA,01720,us,4,(978) 443-9602,
Maxwell House,9 Lawsbrook Rd,Acton,MA,01720,us,,(978) 264-4840,
Acton House Inn,167 Main St,Acton,MA,01720,us,,(978) 263-5846,
Brian Duffy Designs,25 Minuteman Rd,Acton,MA,01720,us,,(978) 263-7976,
Warren Conference Center & Inn,529 Chestnut St,Ashland,MA,01721,us,,(508) 881-1142,info@warrencenter.com
Bedford Plaza Hotel-Boston,340 Great Rd,Bedford,MA,01730,us,99,(781) 275-6700,info@bedfordplazahotel.com
Bedford Motel,30 North Rd,Bedford,MA,01730,us,40,(781) 275-6300,bedmotel@yahoo.com
DoubleTree by Hilton Hotel Boston - Bedford Glen,44 Middlesex Tpke,Bedford,MA,01730,us,281,(781) 275-5500,
Leap School & Summer Fun,376 Concord Rd,Bedford,MA,01730,us,,(781) 275-2010,admissions@leapschool.com
Travelodge,285 Great Rd,Bedford,MA,01730,us,,(781) 275-6120,
The Leap School,376 Concord Rd,Bedford,MA,01730,us,,(781) 275-2010,admissions@leapschool.com
Timothy Jones House Bed and Breakfast,231 Concord Rd,Bedford,MA,01730,us,,(888) 271-2681,
McLaughlin James Associates,4 Bedford Vlg,Bedford,MA,01730,us,,(781) 275-6600,
The International,159 Ballville Rd,Bolton,MA,01740,us,,(888) 271-2681,
Charlotte's House B & B,96 S Bolton Rd,Bolton,MA,01740,us,,(978) 779-5005,lynslade@juno.com
Camp Virginia,Hudson Rd,Bolton,MA,01740,us,,(978) 779-2759,
Charlotte's House Bed and Breakfast,S Bolton Rd,Bolton,MA,01740,us,,(978) 779-5005,
Great Brook Cross Country Ski Touring Center,1018 Lowell St,Carlisle,MA,01741,us,,(978) 369-7486,
Bed Rose Inn,99 Nickles Ln,Carlisle,MA,01741,us,,(888) 271-2681,
Hawthorne Inn,462 Lexington Rd,Concord,MA,01742,us,,(978) 369-5610,inn@concordmass.com
Old North Bridge,174 Liberty St,Concord,MA,01742,us,,(978) 369-6993,
Best Western At Historic Concord,740 Elm St,Concord,MA,01742,us,105,(978) 369-6100,supplycan@bestwestern.com
North Bridge Inn,21 Monument St,Concord,MA,01742,us,,(978) 371-0014,info@northbridgeinn.com
Colonel Roger Brown House,1694 Main St,Concord,MA,01742,us,,(978) 369-9119,
Compass View Events,20 Beharrell St,Concord,MA,01742,us,,(978) 371-8002,
Mill Brook Bed & Breakfast,69 Walden St,Concord,MA,01742,us,,(978) 369-5515,
Concord Canoe Rental,496 Main St,Concord,MA,01742,us,,(978) 369-9438,
Mount Hollis Lodge,657 Washington St,Holliston,MA,01746,us,,(508) 429-1621,
Piny Island Corporation,84 Pine Island Rd,Hopkinton,MA,01748,us,,(508) 478-1716,
Holiday Inn Express & Suites Boston - Marlboro,121 Coolidge St,Hudson,MA,01749,us,69,(978) 562-1001,j.devon41@yahoo.com
Pompositticut Farm Day Camp,25 Lewis St,Hudson,MA,01749,us,,(978) 562-0968,mail@pompositticutfarm.com
Holiday Inn Express Hotel & Suites,121 Coolidge St,Hudson,MA,01749,us,,(978) 562-1001,
Holiday Inn Express & Suites Boston,121 Coolidge St,Hudson,MA,01749,us,,(877) 410-6681,
Mehta Bed & Breakfast,38 Seneca Dr,Hudson,MA,01749,us,,(978) 562-2675,
Boston Trade International,11 Brent Dr,Hudson,MA,01749,us,,(978) 562-9988,accounts@bostontradeintl.com
Best Western,121 Coolidge St,Hudson,MA,01749,us,,(978) 562-1001,
Holiday Inn Hotel & Suites Marlborough,265 Lakeside Ave,Marlborough,MA,01752,us,172,(508) 481-3000,s.doeberling@yahoo.com
Best Western Royal Plaza Hotel & Trade Center,181 Boston Post Rd W,Marlborough,MA,01752,us,431,(508) 460-0700,
Courtyard Boston Marlborough,75 Felton St,Marlborough,MA,01752,us,196,(508) 480-0015,sandra.miller@marriott.com
Residence Inn Boston Marlborough,112 Donald Lynch Blvd,Marlborough,MA,01752,us,112,(508) 481-1500,
Extended Stay America - Boston - Marlborough,19 Northboro Rd E,Marlborough,MA,01752,us,135,(508) 490-9911,mar@extendedstay.com
Comfort Inn,880 Donald Lynch Blvd,Marlborough,MA,01752,us,65,(508) 460-1000,
Hampton Inn Marlborough,277 Boston Post Rd W,Marlborough,MA,01752,us,144,(508) 787-9888,
Homestead Studio Suites,19 Northboro Rd E,Marlborough,MA,01752,us,,(508) 490-9911,mar@extendedstay.com
Quality Inn,880 Donald Lynch Blvd,Marlborough,MA,01752,us,64,(508) 460-1000,ihelp@choicehotels.com
Embassy Suites,123 Boston Post Rd W,Marlborough,MA,01752,us,,(508) 485-7128,
MacDonald Hotel,276 Main St,Marlborough,MA,01752,us,,(508) 481-2646,
Frye Building,342 Lincoln St,Marlborough,MA,01752,us,,(508) 485-0877,
Discover Inn,800 Donald Lynch Blvd,Marlborough,MA,01752,us,,(800) 698-1011,
Park West Hotel & Club,75 Felton St,Marlborough,MA,01752,us,,(508) 480-0015,
Hampton Inn Boston / Marlborough,277 Boston Post Rd,Marlborough,MA,01752,us,,(508) 787-9888,
Comfort Inn Marlborough,880 Donald Lynch Blvd,Marlborough,MA,01752,us,,(888) 271-2681,
Embassy Suites Boston,123 Boston Post Rd W,Marlborough,MA,01752,us,,(508) 485-5900,
Homestead Suites Boston-Marlborough,19 Northboro Rd E,Marlborough,MA,01752,us,,(888) 271-2681,
The Conference Center at Marlborough,280 Locke Dr,Marlborough,MA,01752,us,,(508) 263-5500,
Discover Inn,325 Donald Lynch Blvd,Marlborough,MA,01752,us,,(800) 698-1011,
The Maynard Stay,1 Railroad St,Maynard,MA,01754,us,,(877) 723-7946,
DoubleTree by Hilton Hotel Boston - Milford,11 Beaver St,Milford,MA,01757,us,176,(508) 478-7010,maureen.lee@hilton.com
Courtyard Boston Milford,10 Fortune Blvd,Milford,MA,01757,us,152,(508) 634-9500,
Fairfield Inn & Suites Boston Milford,1 Fortune Blvd,Milford,MA,01757,us,72,(508) 478-0900,
La Quinta Inn Milford,24 Beaver St,Milford,MA,01757,us,90,(508) 478-8243,
Holiday Inn Express Boston-Milford,50 Fortune Blvd,Milford,MA,01757,us,119,(508) 634-1054,maffein36@yahoo.com
Comfort Inn,3 Fortune Blvd,Milford,MA,01757,us,65,(508) 634-2499,ihelp@choicehotels.com
Holiday Inn Express Milford,50 Fortune Blvd,Milford,MA,01757,us,,(888) 271-2681,
Courtyard by Marriott Milford,10 Fortune Blvd,Milford,MA,01757,us,152,(508) 634-9500,
Doubletree Boston Milford,11 Beaver St,Milford,MA,01757,us,,(888) 271-2681,
Inn Tage,24 Beaver St,Milford,MA,01757,us,,(508) 634-9936,
Days Inn Milford,3 Fortune Blvd,Milford,MA,01757,us,,(508) 634-2499,
Crowne Plaza Boston-Natick,1360 Worcester St,Natick,MA,01760,us,251,(508) 653-8800,help@ihg.com
Hampton Inn Boston Natick,319 Speen St,Natick,MA,01760,us,188,(508) 655-6100,edbresnahan@thrifty.com
Courtyard by Marriott Boston Natick,342 Speen St,Natick,MA,01760,us,181,(508) 655-6100,
Boston/Natick Travelodge,1350 Worcester St,Natick,MA,01760,us,68,(508) 655-2222,info@naticktravelodge.com
The Pantry Restaurant - The Verve-Crowne Plaza,1360 Worcester St,Natick,MA,01760,us,,(508) 416-1352,
Hampton Inn & Suites Boston,319 Speen St,Natick,MA,01760,us,,(508) 653-5000,
Courtyard By Marriott Natick/Framingham,342 Speen St,Natick,MA,01760,us,181,(800) 780-5733,
Peabody Hotel Group,319 Speen St,Natick,MA,01760,us,,(508) 651-8300,
Avalonbay Communities,5 Chrysler Rd,Natick,MA,01760,us,,(508) 651-0722,
Winthrop Hotel,10 Pine St,Natick,MA,01760,us,,(508) 879-4057,
Sherborn Concrete Cutting,29 N Main St,Sherborn,MA,01770,us,,(508) 659-5200,
Red Roof Inn,367 Turnpike Rd,Southborough,MA,01772,us,108,(508) 481-3904,nbarradas@redroof.com
Red Roof Inn Boston - Southborough/Worcester,367 Turnpike Rd,Southborough,MA,01772,us,,(888) 271-2681,
B & B Aesthetics & Skincare,371 Turnpike Rd,Southborough,MA,01772,us,,(508) 481-8346,
Boston #075,367 Turnpike Rd,Southborough,MA,01772,us,,,
Minute Man Inn,55 Old Bedford Rd,Lincoln,MA,01773,us,,(781) 259-0419,
Thoreau's Walden Bed & Breakfast,2 Concord Rd,Lincoln,MA,01773,us,,(781) 259-1899,
Stow Away Inn,271 Great Rd,Stow,MA,01775,us,,(978) 897-1999,stowaway@sprynet.com
Amerscot House,61 W Acton Rd,Stow,MA,01775,us,,(978) 897-0666,info@amerscot.com
Heath Hen Meadow,74 W Acton Rd,Stow,MA,01775,us,,(888) 271-2681,
Longfellow's Wayside Inn,72 Wayside Inn Rd,Sudbury,MA,01776,us,,(978) 443-1776,innkeeper@wayside.org
Arabian Horse Inn,277 Old Sudbury Rd,Sudbury,MA,01776,us,3,(978) 443-7400,info@arabianhorseinn.com
Wayside Carriage House Inn,738 Boston Post Rd,Sudbury,MA,01776,us,46,(978) 443-2223,
Fairfield Inn Sudbury,738 Boston Post Rd,Sudbury,MA,01776,us,46,(978) 443-2223,
Glistening Acres,92 Willis Rd,Sudbury,MA,01776,us,,,
Clarion Inn,738 Boston Post Rd,Sudbury,MA,01776,us,,(978) 443-2223,hotelhelp@choicehotels.com
The Leap School,123 Dakin Rd,Sudbury,MA,01776,us,,(978) 440-7668,admissions@leapschool.com
Hunt House Inn Bed and Breakfast,330 Boston Post Rd,Sudbury,MA,01776,us,,(888) 271-2681,
Hunt House Bed & Breakfast,61 King Philip Rd,Sudbury,MA,01776,us,,(978) 440-9525,
Clarion Carriage House Inn,738 Boston Post Rd,Sudbury,MA,01776,us,,(866) 542-0354,
Sudbury Bed & Breakfast,3 Drum Ln,Sudbury,MA,01776,us,,(978) 443-2860,
Bermuda Hotel Representatives,231 Boston Post Rd,Wayland,MA,01778,us,,(508) 358-7737,travel@whotravel.net
Hilton Boston/Woburn,2 Forbes Rd,Woburn,MA,01801,us,344,(781) 932-0999,
Red Roof Inn Boston Woburn,19 Commerce Way,Woburn,MA,01801,us,159,(781) 935-7110,nbarradas@redroof.com
Best Western Plus New Englander,1 Rainin Rd,Woburn,MA,01801,us,99,(781) 935-8160,booking@hotels.com
Comfort Inn,14 Hill St,Woburn,MA,01801,us,65,(781) 933-5363,ihelp@choicehotels.com
Crowne Plaza Boston,15 Middlesex Canal Park,Woburn,MA,01801,us,195,(781) 935-8760,help@ihg.com
